Scientific Name,SSID,QID,WordNet Definition,Wikidata Description,Status,Accept,
Polypodium glycyrrhiza,13194030-n,Q3395763,fern having rootstock of a sweetish flavor,species of plant,OK,TRUE,
Pteridium esculentum,13210958-n,Q3410261,fern of southeastern Asia; not hardy in cold temperate regions,species of plant,OK,TRUE,
Sison amomum,12965483-n,Q3485328,a slender roadside herb of western Europe and Mediterranean areas that has foliage resembling parsley and has white flowers with aromatic seeds,species of plant,OK,TRUE,
Solanum macranthum,12918759-n,Q3489192,South American shrub or small tree widely cultivated in the tropics; not a true potato,species of plant,OK,TRUE,
Ascaridia galli,01933781-n,Q3503323,intestinal parasite of domestic fowl,species of a parasitic roundworm,OK,TRUE,
Selaginella rupestris,13245973-n,Q3891896,tufted spikemoss forming loose spreading mats; eastern North America,species of plant,OK,TRUE,
Aralia racemosa,11818450-n,Q3926761,unarmed woody rhizomatous perennial plant distinguished from wild sarsaparilla by more aromatic roots and panicled umbels; southeastern North America to Mexico,species of plant,OK,TRUE,
Calosoma scrutator,02170596-n,Q4035780,large metallic blue-green beetle that preys on caterpillars; found in North America,species of ground beetle,OK,TRUE,
Hordeum pusillum,12144689-n,Q4117447,annual barley native to western North America and widespread in southern United States and tropical America,species of plant,OK,TRUE,
Ranunculus glaberrimus,11742313-n,Q4117731,small early-flowering buttercup with shiny yellow flowers of western North America,species of plant,OK,TRUE,
Euonymus americanus,12770612-n,Q4117758,upright deciduous plant with crimson pods and seeds; the eastern United States from New York to Florida and Texas,species of plant,OK,TRUE,
Zoysia matrella,12167005-n,Q4118130,lawn grass common in the Philippines; grown also in United States,species of plant,OK,TRUE,
Pan troglodytes,02484454-n,Q4126704,intelligent somewhat arboreal ape of equatorial African forests,species of mammal; species of ape,OK,TRUE,
Carya laciniosa,12341912-n,Q4215101,hickory of the eastern United States resembling the shagbark but having a much larger nut,species of tree,OK,TRUE,
Acrostichum aureum,13227076-n,Q4676527,stout tropical swamp fern (especially tropical America) having large fronds with golden yellow sporangia covering the undersides,species of plant,OK,TRUE,
Adiantum bellum,13228470-n,Q4682652,delicate endemic Bermudian fern with creeping rootstock,species of plant,OK,TRUE,
Allium haematochiton,12454611-n,Q4732908,onion with white to deep red tunic; California,species of plant,OK,TRUE,
Arctotis stoechadifolia,11945919-n,Q4787711,bushy perennial of South Africa with white or violet flowers; in its native region often clothes entire valley sides in a sheet of color,species of plant,OK,TRUE,
Artemisia californica,11950349-n,Q4797496,low ashy-grey California shrub,species of plant,OK,TRUE,
Asparagus asparagoides,12462057-n,Q4807698,fragile twining plant of South Africa with bright green flattened stems and glossy foliage popular as a floral decoration,species of plant,OK,TRUE,
Brodiaea elegans,12466133-n,Q4972993,brodiaea having an umbel of violet or blue-violet flowers atop a leafless stalk; northern Oregon to southern California,species of plant,OK,TRUE,
Cheilanthes gracillima,13230027-n,Q5089650,small tufted fern of northwestern America,species of plant,OK,TRUE,
Chelone glabra,12901865-n,Q5089995,showy perennial of marshlands of eastern and central North America having waxy lanceolate leaves and flower with lower part creamy white and upper parts pale pink to deep purple,species of plant,OK,TRUE,
Corallorhiza striata,12074431-n,Q5169619,nearly leafless wildflower with erect reddish-purple stems bearing racemes of pale pinkish and brownish-striped flowers; western Canada to Mexico,species of plant,OK,TRUE,
Toona calantas,12721117-n,Q5504141,Philippine timber tree having hard red fragrant wood,species of plant,OK,TRUE,
Fritillaria biflora,12472985-n,Q5504776,herb of southwestern United States having dark purple bell-shaped flowers mottled with green,species of plant,OK,TRUE,
Fritillaria micrantha,12474044-n,Q5504787,California herb with brownish-purple or greenish bell-shaped flowers,species of plant,OK,TRUE,
Gaultheria hispidula,12255996-n,Q5527672,slow-growing procumbent evergreen shrublet of northern North America and Japan having white flowers and numerous white fleshy rough and hairy seeds,species of plant,OK,TRUE,
Grias cauliflora,12348045-n,Q5608536,West Indian tree bearing edible fruit resembling mango,species of plant,OK,TRUE,
Griselinia littoralis,12970121-n,Q5609634,small New Zealand broadleaf evergreen tree often cultivated in warm regions as an ornamental,species of plant,OK,TRUE,
Hazardia cana,11997402-n,Q5687686,western American shrubs having white felted foliage and yellow flowers that become red-purple,species of plant,OK,TRUE,
Helenium puberulum,11998356-n,Q5703947,a sneezeweed of southwestern United States especially southern California,species of plant,OK,TRUE,
Helianthemum scoparium,12396757-n,Q5704829,woody yellow-flowered perennial of southeastern United States,species of plant,OK,TRUE,
Callirhoe involucrata,12195887-n,Q5741238,hairy perennial of central United States having round deeply lobed leaves and loose panicles of large crimson-purple or cherry-red flowers,species of plant,OK,TRUE,
Scutigerella immaculata,01786347-n,Q6497995,minute arthropod often infesting the underground parts of truck-garden and greenhouse crops,species of arthropods,OK,TRUE,
Lilium catesbaei,12447689-n,Q6547871,lily of southeastern United States having cup-shaped flowers with deep yellow to scarlet recurved petals,species of plant,OK,TRUE,
Linanthus dianthiflorus,12832261-n,Q6550248,low wiry-stemmed branching herb or southern California having fringed pink flowers,species of plant,OK,TRUE,
Camassia leichtlinii,12470289-n,Q6594876,camas found to the west of Cascade Mountains,species of plant,OK,TRUE,
Omphalotus illudens,13026089-n,Q7090729,a large poisonous agaric with orange caps and narrow clustered stalks; the gills are luminescent,species of fungus,OK,TRUE,
Ovalipes ocellatus,01982167-n,Q7113228,brightly spotted crab of sandy beaches of the Atlantic coast of the United States,species of crustacean,OK,TRUE,
Parthenium integrifolium,12021763-n,Q7140245,stout perennial herb of the eastern United States with whitish flowers; leaves traditionally used by Catawba Indians to treat burns,species of plant,OK,TRUE,
Verbesina encelioides,12051608-n,Q7160909,coarse greyish-green annual yellow-flowered herb; southwestern United States to Mexico,species of plant,OK,TRUE,
Penstemon rupicola,12908473-n,Q7164887,one of the West's most beautiful wildflowers; large brilliant pink or rose flowers in many racemes above thick mats of stems and leaves; ledges and cliffs from Washington to California,species of plant,OK,TRUE,
Adelges abietis,02257675-n,Q7195442,"a variety of adelgid which is a pest of the Norway spruce and various North American spruces, especially the white spruce and black spruce (Adelges abietis)",species of insect,OK,TRUE,
Rheum rhaponticum,12624210-n,Q7218332,long cultivated hybrid of Rheum palmatum; stems often cooked in pies or as sauce or preserves,species of plant,OK,TRUE,
Polystichum acrostichoides,13220615-n,Q7226975,North American evergreen fern having pinnate leaves and dense clusters of lance-shaped fronds,species of plant,OK,TRUE,
Pseudobombax ellipticum,12212649-n,Q7254548,tree of Mexico to Guatemala having densely hairy flowers with long narrow petals clustered at ends of branches before leaves appear,species of plant,OK,TRUE,
Septobasidium pseudopedicellatum,13090533-n,Q7452318,fungus that frequently encircles twigs and branches of various trees especially citrus trees in southern United States,species of fungus,OK,TRUE,
Spartina cynosuroides,12160310-n,Q7573948,tall reedlike grass common in salt meadows,species of plant,OK,TRUE,
Tanacetum camphoratum,12042351-n,Q7682196,densely hairy plant with rayless flowers; San Francisco Bay area,species of plant,OK,TRUE,
Tetraneuris acaulis,12045689-n,Q7706616,perennial having tufted basal leaves and short leafless stalks each bearing a solitary yellow flower head; dry hillsides and plains of west central North America,species of plant,OK,TRUE,
Trichostema lanceolatum,12892456-n,Q7841022,aromatic plant of western United States,species of plant,OK,TRUE,
Woodwardia virginica,13207444-n,Q8033594,"North American fern, also known by the name woodwardie de virginie (Woodwardia virginica)",species of plant,OK,TRUE,
Xylaria mali,12987564-n,Q8045341,fungus causing black root rot in apples,species of fungus,OK,TRUE,
Cleistes rosea,12072261-n,Q8346868,orchid of central and northern South America having 1- to 3-blossomed racemes of large showy rose-colored flowers; sometimes placed in genus Pogonia,species of plant,OK,TRUE,
Clitocybe robusta,13042303-n,Q10455220,a large white agaric; edible but not palatable,species of fungus,OK,TRUE,
Notonecta undulata,02243660-n,Q10603680,predaceous aquatic insect that swims on its back and may inflict painful bites,species of insect,OK,TRUE,
Pineus pinifoliae,02257922-n,Q10631887,"a variety of adelgid which feeds on red, black, Engelmann, blue, and white spruce, or alternatively on white and western white pines (Pineus pinifoliae)",species of insect,OK,TRUE,
Prociphilus tessellatus,02256898-n,Q10639210,attacks alders,species of insect,OK,TRUE,
Pseudococcus comstocki,02253885-n,Q10642695,Asiatic insect introduced accidentally into United States; pest on citrus and apple trees,species of insect,OK,TRUE,
Thielavia basicola,13048639-n,Q10696724,fungus causing brown root rot in plants of the pea and potato and cucumber families,species of fungus,OK,TRUE,
Truncocolumella citrina,12992896-n,Q10705333,a fungus with a round yellow to orange fruiting body that is found on the surface of the ground or partially buried; has a distinctive sterile column extending into the spore-bearing tissue,species of fungus,OK,TRUE,
Prunus insititia,12660497-n,Q10878191,small wild or half-domesticated Eurasian plum bearing small ovoid fruit in clusters,species of plant,OK,TRUE,
Desmodium tortuosum,12547259-n,Q10908837,West Indian forage plant cultivated in southern United States as forage and to improve soil,species of plant,OK,TRUE,
Brasenia schreberi,11739150-n,Q10913294,aquatic plant with floating oval leaves and purple flowers; in lakes and slow-moving streams; suitable for aquariums,species of plant,OK,TRUE,
Podiceps ruficollis,02053463-n,Q11846961,small European grebe,species of bird,OK,TRUE,
Fraxinus tomentosa,12326606-n,Q12242024,timber tree of central and southeastern United States having hairy branchlets and a swollen trunk base,species of plant,OK,TRUE,
Heuchera sanguinea,12819670-n,Q12332586,perennial plant of the western United States having bright red flowers in feathery spikes; used as an ornamental,species of plant,OK,TRUE,
Saccharum bengalense,12153668-n,Q12845384,tough Asiatic grass whose culms are used for ropes and baskets,species of plant,OK,TRUE,
Cinnamomum zeylanicum,11725260-n,Q12892282,tropical Asian tree with aromatic yellowish-brown bark; source of the spice cinnamon,species of plant,OK,TRUE,
Aphrophora saratogensis,02261281-n,Q13430039,feeds on pines in northern United States,species of insect,OK,TRUE,
Zigadenus elegans,12487523-n,Q15221394,plant of western North America having grasslike leaves and greenish-white flowers,species of plant,OK,TRUE,
Rorippa islandica,11915941-n,Q15249950,annual or biennial cress growing in damp places sometimes used in salads or as a potherb; troublesome weed in some localities,species of plant,OK,TRUE,
Platystemon californicus,11927874-n,Q15321448,California plant with small pale yellow flowers,species of plant,OK,TRUE,
Carpenteria californica,12810314-n,Q15324410,California evergreen shrub having glossy opposite leaves and terminal clusters of a few fragrant white flowers,species of plant,OK,TRUE,
Aureolaria pedicularia,12899544-n,Q15347219,multi-stemmed North American annual having solitary axillary dark golden-yellow flowers resembling those of the foxglove; sometimes placed in genus Gerardia,species of plant,OK,TRUE,
Clematis baldwinii,11750329-n,Q15366837,erect clematis of Florida having pink to purple flowers,species of plant,OK,TRUE,
Clematis viorna,11751402-n,Q15369586,scandent subshrub of southeastern United States having large red-purple bell-shaped flowers with leathery recurved sepals,species of plant,OK,TRUE,
Ormosia coarctata,12574534-n,Q15486044,West Indian tree similar to Ormosia monosperma but larger and having smaller leaflets and smaller seeds,species of plant,OK,TRUE,
Toxicodendron quercifolium,12788183-n,Q15525575,poisonous shrub of southeastern United States causing a rash on contact,species of plant,OK,TRUE,
Cytisus albus,12541691-n,Q15530722,low European broom having trifoliate leaves and yellowish-white flowers,species of plant,OK,TRUE,
Solandra guttata,12934551-n,Q15539874,Mexican evergreen climbing plant having large solitary funnel-shaped fragrant yellow flowers with purple-brown ridges in the throat,species of plant,OK,TRUE,
Conoclinium coelestinum,11976365-n,Q15548876,rhizomatous plant of central and southeastern United States and West Indies having large showy heads of clear blue flowers; sometimes placed in genus Eupatorium,species of plant,OK,TRUE,
Iris filifolia,12433806-n,Q15570314,bulbous Spanish iris with red-violet flowers,species of plant,OK,TRUE,
Arctotis venusta,11945919-n,Q15591812,bushy perennial of South Africa with white or violet flowers; in its native region often clothes entire valley sides in a sheet of color,species of plant,OK,TRUE,
Felicia bergeriana,11990275-n,Q15598583,softly hairy South African herb having flowers with bright blue rays,species of plant,OK,TRUE,
Ratibida tagetes,12027875-n,Q15601027,coneflower of central to southwestern United States,species of plant,OK,TRUE,
Krigia dandelion,12006372-n,Q15601446,small yellow-flowered herb resembling dandelions of central and southeastern United States,species of plant,OK,TRUE,
Schaffneria nigripes,13204899-n,Q15609645,a fern of the genus Schaffneria,species of plant,OK,TRUE,
Chrysanthemum segetum,11971155-n,Q15627858,European herb with bright yellow flowers; a common weed in grain fields,species of plant,OK,TRUE,
Urocystis tritici,13089984-n,Q15643666,fungus affecting leaves and stems of wheat,species of fungus,OK,TRUE,
Hibiscus tiliaceus,12200685-n,Q15768656,shrubby tree widely distributed along tropical shores; yields a light tough wood used for canoe outriggers and a fiber used for cordage and caulk; often cultivated for ornament,species of flowering tree,OK,TRUE,
Athyrium pycnocarpon,13215816-n,Q16034617,North American fern with narrow fronds on yellowish leafstalks,species of plant,OK,TRUE,
Hakea leucoptera,12239582-n,Q16982618,large bushy shrub with pungent pointed leaves and creamy white flowers; central and eastern Australia,species of plant,OK,TRUE,
Parathelypteris simulata,13251088-n,Q17196458,delicate feathery shield fern of the eastern United States; sometimes placed in genus Thelypteris,species of plant,OK,TRUE,
Abronia elliptica,11857489-n,Q17233520,plant having heads of fragrant white trumpet-shaped flowers; grows in sandy arid regions,species of plant,OK,TRUE,
Styphelia triflora,12275742-n,Q17242869,heathlike shrub of southwestern Australia grown for its sharply scented foliage and pink flowers followed by pentagonal fruit,species of plant,OK,TRUE,
Lonicera dioica,12695861-n,Q17435084,twining deciduous shrub with clusters of purple-tinged yellow-green flowers; northeastern America,species of plant,OK,TRUE,
Salix blanda,12747662-n,Q17561914,hybrid willow usually not strongly weeping in habit,species of plant,OK,TRUE,
Pulsatilla occidentalis,11758532-n,Q17813765,"A herbaceous plant species of western North America (Anemone occidentalis, Pulsatilla occidentalis)",species of plant,OK,TRUE,
Oxalis caprina,12724476-n,Q18010135,short-stemmed South African plant with bluish flowers,species of plant,OK,TRUE,
Sloanea jamaicensis,12215130-n,Q18010233,West Indian timber tree having very hard wood,species of plant,OK,TRUE,
Kirkia wilmsii,12738834-n,Q18076323,small African deciduous tree with spreading crown having leaves clustered toward ends of branches and clusters of creamy flowers resembling lilacs,species of plant,OK,TRUE,
Turritis glabra,11893127-n,Q18182668,or genus Arabis: erect cress widely distributed throughout Europe,species of plant,OK,TRUE,
Passiflora mollissima,12405086-n,Q15093181,cultivated for fruit,species of plant,OK,TRUE,
Bos taurus,02405077-n,Q19610691,domesticated bovine animals as a group regardless of sex or age,species of mammal,OK,TRUE,
Aster tripolium,11955799-n,Q19796604,a common European aster that grows in salt marshes,,OK,TRUE,
Myrica pensylvanica,11762266-n,Q12331270,deciduous aromatic shrub of eastern North America with grey-green wax-coated berries,species of plant,OK,TRUE,
Citrus grandis,12729863-n,Q21004587,southeastern Asian tree producing large fruits resembling grapefruits,species of plant,OK,TRUE,
Amsinckia intermedia,12837702-n,Q21083612,annual of western United States with coiled spikes of yellow-orange coiled flowers,species of plant,OK,TRUE,
Psetta maxima,02665841-n,Q21097700,a large brownish European flatfish,species of Actinopterygii,OK,TRUE,
Bidens coronata,11961068-n,Q21252466,North American bur marigold with large flowers,species of plant,OK,TRUE,
Viola sylvatica,12410831-n,Q21301601,common European violet that grows in woods and hedgerows,species of plant,OK,TRUE,
Elymus caput-medusae,12140339-n,Q21874168,weedy rye grass having long bristling awns,species of plant,OK,TRUE,
Picris echioides,12023636-n,Q21876251,widespread European weed with spiny tongue-shaped leaves and yellow flowers; naturalized in United States,,OK,TRUE,
Polygonum fagopyrum,12622255-n,Q21876809,a member of the genus Fagopyrum; annual Asian plant with clusters of small pinkish white flowers and small edible triangular seeds which are used whole or ground into flour,species of plant,OK,TRUE,
Ribes grossularia,12826775-n,Q21877236,spiny Eurasian shrub having greenish purple-tinged flowers and ovoid yellow-green or red-purple berries,species of plant,OK,TRUE,
Sambucus canadensis,12699309-n,Q21877280,common elder of central and eastern North America bearing purple-black berries; fruit used in wines and jellies,species of plant,OK,TRUE,
Scabiosa arvensis,12704552-n,Q21877308,perennial having bluish-lilac flowers; introduced in the eastern United States,species of plant,OK,TRUE,
Cancer magister,01980928-n,Q22112422,small edible crab of Pacific coast of North America,species of Malacostraca,OK,TRUE,
Fomes igniarius,13074833-n,Q24956240,fungus used in the preparation of punk for fuses,species of fungus,OK,TRUE,
Catoptrophorus semipalmatus,02033491-n,Q25664334,large North American shorebird of eastern and Gulf Coasts,species of bird,OK,TRUE,
Felis yagouaroundi,02128341-n,Q27450875,long-bodied long-tailed tropical American wildcat,species of mammal,OK,TRUE,
Canis rufus,02117364-n,Q28196316,reddish-grey wolf of southwestern North America,species of mammal,OK,TRUE,
Asparagus plumosus,12461895-n,Q28934742,a fernlike plant native to South Africa,species of plant,OK,TRUE,
Helenium hoopesii,11998129-n,Q38742382,stout perennial herb of western United States having flower heads with drooping orange-yellow rays; causes spewing sickness in sheep,species of plant,OK,TRUE,
Dendroica auduboni,01571903-n,Q40654149,common warbler of western North America,species of bird,OK,TRUE,
Erithacus svecicus,01565092-n,Q40654550,songbird of northern Europe and Asia,species of bird,OK,TRUE,
Vaccinium pennsylvanicum,12267458-n,Q41393482,low-growing deciduous shrub of northeastern North America having flowers in compact racemes and bearing sweet dark blue berries,species of plant,OK,TRUE,
Juniperus silicicola,11658261-n,Q41777820,juniper of swampy coastal regions of southeastern United States; similar to eastern red cedar,species of plant,OK,TRUE,
Pellaea ornithopus,13233277-n,Q42856732,cliff brake of California and Baja California having purple-brown leafstalks,species of plant,OK,TRUE,
Masticophis flagellum,01734405-n,Q43373908,a whipsnake of southern United States and Mexico; tail resembles a braided whip,species of snake,OK,TRUE,
Capra hircus,02419716-n,Q45320358,any of various breeds of goat raised for milk or meat or wool,species of mammal,OK,TRUE,
Parus bicolor,01595028-n,Q47456549,crested titmouse of eastern and midwestern United States,species of bird,OK,TRUE,
Lunda cirrhata,02051007-n,Q50726540,northern Pacific puffin having a large yellow plume over each eye,species of bird,OK,TRUE,
Arisaema atrorubens,11804966-n,Q50827206,common American spring-flowering woodland herb having sheathing leaves and an upright club-shaped spadix with overarching green and purple spathe producing scarlet berries,species of plant,OK,TRUE,
Brassica perviridis,11899760-n,Q50828168,Asiatic plant cultivated for its swollen root crown and edible foliage,species of plant,OK,TRUE,
Gardenia augusta,12687726-n,Q50841247,evergreen shrub widely cultivated for its large fragrant waxlike white flowers and glossy leaves,species of plant,OK,TRUE,
Lavandula officinalis,12870712-n,Q50844455,aromatic Mediterranean shrub widely cultivated for its lilac flowers which are dried and used in sachets,species of plant,OK,TRUE,
Olea cunninghamii,12322130-n,Q50846874,northern Zealand tree having dense hard light-brown wood,species of plant,OK,TRUE,
Oxalis crenata,12724801-n,Q50846934,South American wood sorrel cultivated for its edible tubers,species of plant,OK,TRUE,
Pedilanthus pavonis,12949067-n,Q50847174,wax-coated Mexican shrub related to Euphorbia antisyphilitica,species of plant,OK,TRUE,
Nephelium mutabile,12766324-n,Q50849806,East Indian fruit tree bearing fruit similar to but sweeter than that of the rambutan,species of plant,OK,TRUE,
Pimenta acris,12351408-n,Q50851106,West Indian tree; source of bay rum,species of plant,OK,TRUE,
Pinckneya pubens,12690123-n,Q50851113,ornamental shrub or small tree of swampy areas in southwestern United States having large pink or white sepals and yielding Georgia bark for treating fever,species of plant,OK,TRUE,
Piscidia erythrina,12580023-n,Q50851235,small tree of West Indies and Florida having large odd-pinnate leaves and panicles of red-striped purple to white flowers followed by decorative curly winged seedpods; yields fish poisons,species of plant,OK,TRUE,
Zanthoxylum fraxineum,12735709-n,Q50881685,small deciduous aromatic shrub (or tree) having spiny branches and yellowish flowers; eastern North America,species of plant,OK,TRUE,
Gastroboletus scabrosus,13069692-n,Q59518784,a dingy yellow brown fungus with a rough stalk that superficially resembles a bolete,species of fungus,OK,TRUE,
Calymmatobacterium granulomatis,01367963-n,Q62895839,the species of bacteria that causes granuloma inguinale,,OK,TRUE,
Citrus nobilis,12731677-n,Q67192697,large citrus tree having large sweet deep orange fruit that is easily peeled; widely cultivated in Florida,species of plant,OK,TRUE,
Alnus rugosa,12306222-n,Q87593614,common shrub of Canada and northeastern United States having shoots scattered with rust-colored down,,OK,TRUE,
Centaurea americana,11967898-n,Q87598685,annual of southwestern United States cultivated for its purple flower heads and its bracts that resemble small baskets,,OK,TRUE,
Araucaria excelsa,11666795-n,Q87611094,evergreen of Australia and Norfolk Island in the South Pacific,,OK,TRUE,
Caesalpinia bonducella,12508959-n,Q87613669,tropical tree with large prickly pods of seeds that resemble beans and are used for jewelry and rosaries,,OK,TRUE,
Lespedeza sericea,12564331-n,Q87631206,perennial widely planted as for forage and as hay crop especially on poor land,,OK,TRUE,
Manihot dulcis,12947954-n,Q87632945,South American plant with roots used as a vegetable and herbage used for stock feed,,OK,TRUE,
Rhodymenia palmata,01417780-n,Q104919807,coarse edible red seaweed,species of alga,OK,TRUE,
Leonotis nepetaefolia,12871854-n,Q104996230,pantropical herb having whorls of striking lipped flowers; naturalized in United States,,OK,TRUE,
Pellicularia filamentosa,13036836-n,Q105060226,fungus causing a disease in potatoes characterized by black scurfy spots on the tubers,species of fungus,OK,TRUE,
Strobilomyces floccopus,13080417-n,Q105067577,edible mild-tasting mushroom found in coniferous woodlands of eastern North America,species of fungus,OK,TRUE,
Acipenser huso,02643487-n,Q106373169,valuable source of caviar and isinglass; found in Black and Caspian seas,species of fish,OK,TRUE,
Raja erinacea,01504418-n,Q106445138,most plentiful skate in North American inshore waters in summer; to 21 inches,,OK,TRUE,
Trionyx muticus,01675252-n,Q106449022,river turtle of Mississippi basin; prefers running water,,OK,TRUE,
Odontaspis taurus,01490147-n,Q107055355,shallow-water shark with sharp jagged teeth found on both sides of Atlantic; sometimes dangerous to swimmers,,OK,TRUE,
Cinclus aquaticus,01604721-n,Q107055630,a water ouzel of Europe,species of birds,OK,TRUE,
Stizostedion vitreum,02560380-n,Q107329229,pike-like freshwater perches,species of fish,OK,TRUE,
Clitocybe irina,13042449-n,Q107573793,an edible agaric with large silky white caps and thick stalks,species of fungi in the genus Clitocybe,OK,TRUE,
Rhizopogon idahoensis,12992564-n,Q108322658,a large whitish Rhizopogon that becomes greyish brown in maturity,species of fungi in the genus Rhizopogon,OK,TRUE,
Tilletia foetida,13089194-n,Q108430036,similar to Tilletia caries,species of fungi in the genus Tilletia,OK,TRUE,
Scaphiopus hammondii,01652053-n,Q109528215,this spadefoot toad live in California,Species of amphibian,OK,TRUE,
Ipomoea imperialis,12849737-n,Q110703232,hybrid from Ipomoea nil,,OK,TRUE,
Euphorbia medusae,12939751-n,Q117830429,African dwarf succulent perennial shrub with numerous slender drooping branches,,OK,TRUE,
Felis tigrina,02129117-n,Q122653137,medium-sized wildcat of Central America and South America having a dark-striped coat,species of mammal,OK,TRUE,
Zigadenus glaucus,12487702-n,Q122654505,plant of eastern and central North America having creamy white flowers tinged with brown or purple; poisonous especially to grazing animals,species of plant,OK,TRUE,
Varanus komodoensis,01697701-n,Q4504,the largest lizard in the world (10 feet); found on Indonesian islands,species of reptile,OK,TRUE,
Erinaceus europaeus,01896466-n,Q6145,small nocturnal Old World mammal covered with both hair and protective spines,species of hedgehog found in northern and western Europe,OK,TRUE,
Mullus surmuletus,02602928-n,Q7119,brightly colored tropical fishes with chin barbels,species of fish,OK,TRUE,
Solanum melongena,12916760-n,Q7540,hairy upright herb native to southeastern Asia but widely cultivated for its large glossy edible fruit commonly used as a vegetable,species of plant,OK,TRUE,
Glycine max,12552673-n,Q11006,erect bushy hairy annual herb having trifoliate leaves and purple to pink flowers; extensively cultivated for food and forage and soil improvement but especially for its nutritious oil-rich seeds; native to Asia,species of plant in the Fabaceae family,OK,TRUE,
Hordeum vulgare,12143967-n,Q11577,grass yielding grain used for breakfast food and animal feed and in malt beverages,species of plant,OK,TRUE,
Artocarpus altilis,12420994-n,Q14677,native to Pacific islands and having edible fruit with a texture like bread,species of plant,OK,TRUE,
Struthio camelus,01521519-n,Q17592,fast-running African flightless bird with two-toed feet; largest living bird,species of large flightless bird,OK,TRUE,
Cuculus canorus,01826055-n,Q18845,common cuckoo of Europe having a distinctive two-note call; lays eggs in the nests of other birds,species of bird,OK,TRUE,
Numenius arquata,02036433-n,Q18854,common Eurasian curlew,species of bird,OK,TRUE,
Mya arenaria,01959976-n,Q20958,an edible clam with thin oval-shaped shell found in coastal regions of the United States and Europe,species of mollusc,OK,TRUE,
Lathyrus japonicus,12560755-n,Q21125,wild pea of seashores of north temperate zone having tough roots and purple flowers and useful as a sand binder,species of legume,OK,TRUE,
Ixodes ricinus,01780858-n,Q21175,parasitic on sheep and cattle as well as humans; can transmit louping ill in sheep (acute viral disease of the nervous system); a vector for Lyme disease spirochete,species of hard-bodied tick,OK,TRUE,
Ambystoma mexicanum,01635418-n,Q22718,larval salamander of mountain lakes of Mexico that usually lives without metamorphosing,species of salamander,OK,TRUE,
Fringilla coelebs,01533080-n,Q25383,small European finch with a cheerful song,species of small passerine bird,OK,TRUE,
Asio otus,01627474-n,Q25384,slender European owl of coniferous forests with long ear tufts,species of bird,OK,TRUE,
Buteo buteo,01610603-n,Q25385,the common European short-winged hawk,species of bird of prey,OK,TRUE,
Podiceps cristatus,02052967-n,Q25422,large Old World grebe with black ear tufts,species of bird,OK,TRUE,
Sturnus vulgaris,01579676-n,Q25469,gregarious bird having plumage with dark metallic gloss; builds nests around dwellings and other structures; naturalized worldwide,species of bird,OK,TRUE,
Anas querquedula,01851196-n,Q25644,small Eurasian teal,synonym of Spatula querquedula,OK,TRUE,
Prionace glauca,01493647-n,Q26337,"slender cosmopolitan, pelagic shark; blue body shades to white belly; dangerous especially during maritime disasters",species of fish,OK,TRUE,
Salamandra salamandra,01632460-n,Q26395,a kind of European salamander,species of amphibian,OK,TRUE,
Artemisia vulgaris,11952009-n,Q26663,European tufted aromatic perennial herb having hairy red or purple stems and dark green leaves downy white below and red-brown florets,species of plant,OK,TRUE,
Cannabis sativa,12417727-n,Q26726,a strong-smelling plant whose dried leaves can be smoked for a pleasant effect or pain reduction,species of plant,OK,TRUE,
Lemna minor,11815518-n,Q26875,of temperate regions except eastern Asia and Australia,species of plant,OK,TRUE,
Alca torda,02048518-n,Q27102,black-and-white northern Atlantic auk having a compressed sharp-edged bill,species of seabird,OK,TRUE,
Gallinago media,02035134-n,Q27171,Old World snipe larger and darker than the whole snipe,species of bird,OK,TRUE,
Buxus sempervirens,12767013-n,Q27344,large slow-growing evergreen shrub or small tree with multiple stems; extensively used for hedges or borders and topiary figures,species of plant,OK,TRUE,
Silene latifolia,11836805-n,Q27624,bluish-green herb having sticky stems and clusters of large evening-opening white flowers with much-inflated calyx; sometimes placed in genus Lychnis,species of plant,OK,TRUE,
Salix repens,12750903-n,Q28141,small trailing bush of Europe and Asia having straggling branches with silky green leaves of which several varieties are cultivated,species of plant,OK,TRUE,
Pimpinella anisum,12963809-n,Q28692,native to Egypt but cultivated widely for its aromatic seeds and the oil from them used medicinally and as a flavoring in cookery,species of plant,OK,TRUE,
Lotus corniculatus,12566140-n,Q29907,European forage plant having claw-shaped pods introduced in America,species of flowering plant,OK,TRUE,
Daucus carota,12957890-n,Q30056,a widely naturalized Eurasian herb with finely cut foliage and white compound umbels of small white or yellowish flowers and thin yellowish roots,species of plant,OK,TRUE,
Falco peregrinus,01614113-n,Q30535,a widely distributed falcon formerly used in falconry,widely distributed bird of prey,OK,TRUE,
Ailuropoda melanoleuca,02513086-n,Q33602,large black-and-white herbivorous mammal of bamboo forests of China and Tibet; in some classifications considered a member of the bear family or of a separate family Ailuropodidae,species of mammal,OK,TRUE,
Hippopotamus amphibius,02401173-n,Q34505,massive thick-skinned herbivorous animal living in or around rivers of tropical Africa,species of mammal,OK,TRUE,
Panthera onca,02131577-n,Q35694,a large spotted feline of tropical America similar to the leopard; in some classifications considered a member of the genus Felis,species of big cat native to the Americas,OK,TRUE,
Pistacia vera,12782462-n,Q36071,small tree of southern Europe and Asia Minor bearing small hard-shelled nuts,species of plant,OK,TRUE,
Ficus carica,12422189-n,Q36146,Mediterranean tree widely cultivated for its edible fruit,species of plant,OK,TRUE,
